"","parameter","word","ipa","description","alternative","source_raw","source_bibtex","comment"
"19","mPP","peresʸ  mumɩ-bubɩ",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"20","mMM","čužanay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","variants of mother's mother; also čužay, čužayka, čuži, čužmumɩ"
"21","mFB","nʸunʸu",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","also addressing form of the younger brother to an elder brother in some dialects"
"22","mFB","dʸdʸa",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Russian loan"
"23","mMB","dʸdʸa",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Russian loan"
"24","mFeB","baӡӡɩm (баӟӟым) agay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","baӡӡɩm is big or elder, pokcʸi (or picʸi) is small or young"
"25","mFyB","pokcʸi agay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"26","mFeZ","baӡӡɩm (баӟӟым) apay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"27","mFyZ","pokcʸi apay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"28","mMeZ","čužapay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"29","mMyZ","čužapay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"30","mMeB","čužmurt",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"31","mBS","bratezlen piyez",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Russian loan, sometimes also the Russian word is used, e.g. dvojurodnoj brat"
"32","mBD","bratezlen nɩlɩz",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Russian loan, sometimes also the Russian word is used, e.g. dvojurodnoj sestra"
"33","mZS","sestrayezlen piyez",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Russian loan,  sometimes also the Russian word is used, e.g. dvojurodnoj brat"
"34","mZD","sestrayezlen  nɩlɩz",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Russian loan, sometimes also the Russian word is used, e.g. dvojurodnoj sestra"
"35","meBS","agaylen piyez",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"36","myBS","vɩnlen piyez",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"37","meBD","agaylen nɩlɩz",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"38","myBD","vɩnlen nɩlɩz",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"39","meZS","apaylen piyez",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"40","myZS","suzer̃len piyez",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"41","meZD","apaylen nɩlɩz",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"42","mFByS","vɩn, eke",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"43","mFZyS","vɩn, eke",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"44","mMZS","čužodig",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"45","meBW","kenak",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","adressing from to elder brother's wife"
"46","myBW","icʸimenʸ",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"47","meZH","kɩrsʸi",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"48","myZH","emespi",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","younger sister's husband"
"49","mWB","varmisʸka",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Also varmespi,  varmaypi"
"50","mWZ","varmaka",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","wife's elder sister, Fin. Käly; also bultɩr"
"51","mHeB","agayzɩ",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"52","mHyB","šɩdnar",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","addressing term of the elder brother's wife toward the husband's younger brother"
"53","mHeZ","apayzɩ",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Also alʸcʸika"
"54","mHyZ","uzʸɩ",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"55","mFW(notM)","sʸuranay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Also sʸurmumɩ"
"56","mSW","vɩlʸken",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"57","mSW","ken",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","vɩlʸken lit. Is new+son's wife that means a newcoming wife"
"58","mySW","icʸimenʸ",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","addresing form of elder brother's wifes to younger brother's wife"
"59","mSWM","tuklʸacʸi",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","svatʸtʸa is Russian loan"
"60","mDH","emespi",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"61","mDHM","tuklʸacʸi",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","svatʸtʸa is Russian loan"
"62","mDHF","kudo",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","svat is Russian loan"
"63","mFZH","kɩrsʸi",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"64","mFBW","kenak",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"65","mMZH","kɩrsʸi",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"66","mMBW","čužkenak",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"67","mWSH","busʸon",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Also busʸono"
"68","mMeZS","čužodig",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Inferred;"
"69","mMyZS","čužodig",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Inferred;"
"70","mMZeS","čužodig",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Inferred;"
"71","mMZyS","čužodig",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Inferred;"
"72","fyB","suzer̃-vɩn",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","younger siblings"
"73","fyZ","suzer̃-vɩn",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","younger siblings"
"74","feB","apay-agay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","elder siblings"
"75","feZ","apay-agay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","elder siblings"
"76","fG","sestra-brat",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Russian loan"
"77","fG","agay-vɩn",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"78","fG","suzer̃-apay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"79","fB","brat",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Russian loan"
"80","fZ","sestra",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Russian loan"
"81","feB","agay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"82","fyB","etʸe",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","younger (toddler) brother_ also used as addressing term; also  eke"
"83","fP","anay-atay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","anay-atay is used in southern dialects and in the standard language,"
"84","fF","dʸadʸay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Russian-based terms,  the accent is on the last syllable; also used  tʸatʸa, batʸu, papa"
"85","fF","bubɩ",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","bubɩ is used mostly in middle dialects, it is not used when adressing"
"86","fM","memi",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","also memey"
"87","fM","mama",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Russian loan, the accent is on the last syllable"
"88","fA","čɩžɩ-vɩžɩ",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","relatives, all relatives including ancestors"
"89","fPP","peresʸ  mumɩ-bubɩ",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"90","fMM","čužanay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","variants of mother's mother; also čužay, čužayka, čuži, čužmumɩ"
"91","fFB","nʸunʸu",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","also addressing form of the younger brother to an elder brother in some dialects"
"92","fFB","dʸdʸa",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Russian loan"
"93","fMB","dʸdʸa",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Russian loan"
"94","fFeB","baӡӡɩm (баӟӟым) agay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","baӡӡɩm is big or elder, pokcʸi (or picʸi) is small or young"
"95","fFyB","pokcʸi agay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"96","fFeZ","baӡӡɩm (баӟӟым) apay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"97","fFyZ","pokcʸi apay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"98","fMeZ","čužapay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"99","fMyZ","čužapay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"100","fMeB","čužmurt",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"101","fBS","bratezlen piyez",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Russian loan, sometimes also the Russian word is used, e.g. dvojurodnoj brat"
"102","fBD","bratezlen nɩlɩz",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Russian loan, sometimes also the Russian word is used, e.g. dvojurodnoj sestra"
"103","fZS","sestrayezlen piyez",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Russian loan,  sometimes also the Russian word is used, e.g. dvojurodnoj brat"
"104","fZD","sestrayezlen  nɩlɩz",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Russian loan, sometimes also the Russian word is used, e.g. dvojurodnoj sestra"
"105","feBS","agaylen piyez",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"106","fyBS","vɩnlen piyez",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"107","feBD","agaylen nɩlɩz",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"108","fyBD","vɩnlen nɩlɩz",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"109","feZS","apaylen piyez",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"110","fyZS","suzer̃len piyez",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"111","feZD","apaylen nɩlɩz",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"112","fFByS","vɩn, eke",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"113","fFZyS","vɩn, eke",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"114","fMZS","čužodig",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"115","feBW","kenak",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","adressing from to elder brother's wife"
"116","fyBW","icʸimenʸ",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"117","feZH","kɩrsʸi",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"118","fyZH","emespi",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","younger sister's husband"
"119","fWB","varmisʸka",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Also varmespi,  varmaypi"
"120","fWZ","varmaka",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","wife's elder sister, Fin. Käly; also bultɩr"
"121","fHeB","agayzɩ",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"122","fHyB","šɩdnar",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","addressing term of the elder brother's wife toward the husband's younger brother"
"123","fHeZ","apayzɩ",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Also alʸcʸika"
"124","fHyZ","uzʸɩ",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"125","fFW(notM)","sʸuranay",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Also sʸurmumɩ"
"126","fSW","vɩlʸken",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"127","fSW","ken",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","vɩlʸken lit. Is new+son's wife that means a newcoming wife"
"128","fySW","icʸimenʸ",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","addresing form of elder brother's wifes to younger brother's wife"
"129","fSWM","tuklʸacʸi",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","svatʸtʸa is Russian loan"
"130","fDH","emespi",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"131","fDHF","kudo",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","svat is Russian loan"
"132","fFZH","kɩrsʸi",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"133","fFBW","kenak",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"134","fMZH","kɩrsʸi",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"135","fMBW","čužkenak",NA,NA,NA,"UR17","jedygarova_udmu1245_2020",""
"136","fMeZS","čužodig",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Inferred;"
"137","fMyZS","čužodig",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Inferred;"
"138","fMZeS","čužodig",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Inferred;"
"139","fMZyS","čužodig",NA,NA,NA,"UR17","jedygarova_udmu1245_2020","Inferred;"
"140","myB","vɩn",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","younger brother; it is not used in all dialects"
"141","meB","agay",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","elder brother"
"142","myZ","suzer̃",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","younger sister"
"143","meZ","apay",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","elder sister; in some dialects apa 'elder sister; aunt'"
"144","mP","mumɩ-bubɩ",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","mumɩ-bubɩ is used mostly in middle dialects"
"145","mM","mumɩ",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","also has meaning female animal e.g. mumi puni 'female dog', it is not used when adressing"
"146","mC","nɩlpi",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","a child in southern dialects"
"147","mC","pinal",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","a child in middle and northern dialects"
"148","mPP","peresʸ anay-atay",NA,NA,NA,"UR14","jedygarova_udmu1245_2020",""
"149","mMF","čužatay",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","relatives from mother's side have the first component čuž- which, I think, is relevent to Komi word čʸužnɩ 'to birth'"
"150","mDD","nɩlɩzlen nɩlɩz",NA,NA,NA,"UR14","jedygarova_udmu1245_2020",""
"151","mFZ","apay",NA,NA,NA,"UR14","jedygarova_udmu1245_2020",""
"152","mMB","čužmurt",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","relatives from mother's side have the first component čuž- which, I think, is relevent to Komi word čʸužnɩ 'to birth'"
"153","mMZ","čužapay",NA,NA,NA,"UR14","jedygarova_udmu1245_2020",""
"154","mMZ","čužapa, čužaka",NA,NA,NA,"UR14","jedygarova_udmu1245_2020",""
"155","mMBD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020",""
"156","mMZD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020",""
"157","mE","kuzpaljos",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","for both in plural form"
"158","mHF","aymurt",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","the form like atay-zɩ means father-PX3PL lit. 'their father' , the 3PL became lexicalized here. The same thing happens with the husband's mother. Also , ayɩmurt, atayzɩ, dʸadʸayzɩ"
"159","mHM","anayzɩ",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Also  memeyzɩ, nenezɩ"
"160","mWF","var̃may",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Also var̃matay, var̃mayɩ"
"161","mWM","var̃mumɩ",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Also var̃manay, var̃nene"
"162","mMH(notF)","sʸuratay",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Also sʸurbubɩ"
"163","mMeBD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Inferred;"
"164","mMyBD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Inferred;"
"165","mMeZD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Inferred;"
"166","mMyZD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Inferred;"
"167","mMBeD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Inferred;"
"168","mMByD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Inferred;"
"169","mMZeD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Inferred;"
"170","mMZyD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Inferred;"
"171","fyB","vɩn",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","younger brother; it is not used in all dialects"
"172","feB","agay",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","elder brother"
"173","fyZ","suzer̃",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","younger sister"
"174","feZ","apay",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","elder sister; in some dialects apa 'elder sister; aunt'"
"175","fP","mumɩ-bubɩ",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","mumɩ-bubɩ is used mostly in middle dialects"
"176","fM","mumɩ",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","also has meaning female animal e.g. mumi puni 'female dog', it is not used when adressing"
"177","fC","nɩlpi",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","a child in southern dialects"
"178","fC","pinal",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","a child in middle and northern dialects"
"179","fPP","peresʸ anay-atay",NA,NA,NA,"UR14","jedygarova_udmu1245_2020",""
"180","fMF","čužatay",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","relatives from mother's side have the first component čuž- which, I think, is relevent to Komi word čʸužnɩ 'to birth'"
"181","fDD","nɩlɩzlen nɩlɩz",NA,NA,NA,"UR14","jedygarova_udmu1245_2020",""
"182","fFZ","apay",NA,NA,NA,"UR14","jedygarova_udmu1245_2020",""
"183","fMB","čužmurt",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","relatives from mother's side have the first component čuž- which, I think, is relevent to Komi word čʸužnɩ 'to birth'"
"184","fMZ","čužapay",NA,NA,NA,"UR14","jedygarova_udmu1245_2020",""
"185","fMZ","čužapa, čužaka",NA,NA,NA,"UR14","jedygarova_udmu1245_2020",""
"186","fMBD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020",""
"187","fMZD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020",""
"188","fE","kuzpaljos",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","for both in plural form"
"189","fHM","anayzɩ",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Also  memeyzɩ, nenezɩ"
"190","fWF","var̃may",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Also var̃matay, var̃mayɩ"
"191","fWM","var̃mumɩ",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Also var̃manay, var̃nene"
"192","fMH(notF)","sʸuratay",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Also sʸurbubɩ"
"193","fMeBD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Inferred;"
"194","fMyBD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Inferred;"
"195","fMeZD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Inferred;"
"196","fMyZD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Inferred;"
"197","fMBeD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Inferred;"
"198","fMByD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Inferred;"
"199","fMZeD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Inferred;"
"200","fMZyD","čužodig",NA,NA,NA,"UR14","jedygarova_udmu1245_2020","Inferred;"
"201","mF","atay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"202","mF","ayɩ",NA,NA,NA,"UR14","karpova_udmurt_2015","also has meaning male animal e.g. ayi puni 'male dog'"
"203","mM","anay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"204","mM","nene",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"205","mS","pi",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"206","mD","nɩl",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"207","mFF","pesʸatay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"208","mFM","pesʸanay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"209","mSS","piyezlen piyez",NA,NA,NA,"UR14","karpova_udmurt_2015","here and further both components have the possessive suffix 3SG:  nɩl-ɩz-len pi-yez girl-3SG-GEN boy-3SG. Actually all kin terms in Udmurt are used with possessive suffixes. They are not used only when adressing, e.g. anay! ""Mom!""  Except words nɩl-ɩ girl-1SG 'daughter!' and pi-ye boy-1SG 'Son!'"
"210","mSD","piyezlen nɩlɩz",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"211","mDS","nɩlɩzlen piyez",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"212","mFB","agay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"213","mMyB","čužmurt",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"214","mBS","agaylen (vɩnlen) piyez",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"215","mBD","agaylen (vɩnlen) nɩlɩz",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"216","mZS","apaylen (suzer̃len) piyez",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"217","mZD","apaylen (suzer̃len) nɩlɩz",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"218","myZD","suzer̃len nɩlɩz",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"219","mFZD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"220","mFBD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"221","mFBeS","agay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"222","mFBeS","dʸdʸay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"223","mFZeS","agay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"224","mFZeS","dʸdʸay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"225","mMBS","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"226","mH","kar̃t",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"227","mH","kuzpal",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"228","mW","kɩšno",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"229","mW","kuzpal",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"230","mSWF","kudo",NA,NA,NA,"UR14","karpova_udmurt_2015","svat is Russian loan"
"231","mFeBD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"232","mFyBD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"233","mFeZD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"234","mFyZD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"235","mMeBS","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"236","mMyBS","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"237","mFBeD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"238","mFByD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"239","mFZeD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"240","mFZyD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"241","mMBeS","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"242","mMByS","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"243","fF","atay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"244","fF","ayɩ",NA,NA,NA,"UR14","karpova_udmurt_2015","also has meaning male animal e.g. ayi puni 'male dog'"
"245","fM","anay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"246","fM","nene",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"247","fS","pi",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"248","fD","nɩl",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"249","fFF","pesʸatay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"250","fFM","pesʸanay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"251","fSS","piyezlen piyez",NA,NA,NA,"UR14","karpova_udmurt_2015","here and further both components have the possessive suffix 3SG:  nɩl-ɩz-len pi-yez girl-3SG-GEN boy-3SG. Actually all kin terms in Udmurt are used with possessive suffixes. They are not used only when adressing, e.g. anay! ""Mom!""  Except words nɩl-ɩ girl-1SG 'daughter!' and pi-ye boy-1SG 'Son!'"
"252","fSD","piyezlen nɩlɩz",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"253","fDS","nɩlɩzlen piyez",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"254","fFB","agay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"255","fMyB","čužmurt",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"256","fBS","agaylen (vɩnlen) piyez",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"257","fBD","agaylen (vɩnlen) nɩlɩz",NA,NA,NA,"UR14","karpova_udmurt_2015",""
